Monte Carlo Test Data for Example 10.1  
1000  
82      4.96    1898.8     23.36      1.61
83      5.29    2047.9     15.87      0.86
84      5.39    2015.4     23.95      1.53
85      4.80    2166.8     27.50      1.74
86      4.15    1892.1     10.91      0.59
87      4.91    2106.9     22.13      1.36
88      4.59    2047.9     10.98      0.52
89      5.19    1955.4     21.33      1.37
90      4.46    1940.4     20.68      1.39
91      5.43    2092.1     20.87      1.22
92      5.03    1999.7     10.53      0.46
93      5.84    2157.1     32.67      2.06
94      4.53    1907.2     18.22      1.19
95      5.85    2063.2     14.38      0.69
96      4.54    2210.2     15.96      0.86
97      4.03    1942.2     15.81      1.01
98      5.62    2119.2     27.98      1.75
99      5.62    2060.6     10.98      0.43
100      5.53    1918.5     10.91      0.47
101      4.77    1958.9     26.91      1.88
102      5.88    2017.8     21.77      1.31
103      4.60    1918.5     14.18      0.83
104      5.05    2047.7     29.20      1.96
105      3.84    2254.1     16.76      0.95
106      5.43    2066.0     10.97      0.44
107      4.01    1849.7     11.09      0.63
108      5.09    2071.1     10.93      0.47
109      4.72    2014.3     23.31      1.53
110      6.44    2027.6     14.36      0.65
111      4.91    1976.3     20.23      1.29
112      5.24    1963.6     32.10      2.27
113      4.86    2098.3     11.27      0.51
114      5.92    1938.5     10.08      0.36
115      5.65    1860.9     18.35      1.13
116      5.23    1863.0     34.41      2.60
117      4.60    2077.7     12.13      0.60
118      4.97    2013.5     14.49      0.78
119      4.78    1834.7     15.69      0.99
120      5.22    2082.8     11.76      0.52
121      4.70    2006.0     10.94      0.52
122      4.97    1888.1     15.94      0.96
123      5.80    1984.6     31.13      2.12
124      5.59    1986.6     37.16      2.64
125      5.43    1996.1     12.83      0.62
126      4.29    2062.8     28.45      1.94
127      4.48    1850.3     24.80      1.82
128      5.04    1845.2     20.11      1.35
129      5.07    2007.3     17.32      1.01
130      4.41    2110.5     26.80      1.76
131      5.14    1983.9     12.77      0.64
132      4.45    1921.9     11.58      0.62
133      4.35    1904.0     13.12      0.76
134      5.00    1982.0     13.18      0.68
135      5.37    1968.5     25.43      1.69
136      4.63    1958.9     11.15      0.55
137      5.01    1903.4     16.89      1.04
138      5.03    2097.9     15.67      0.84
139      5.48    1919.3     25.16      1.70
140      5.76    2094.4     29.51      1.88
141      4.79    1877.2     12.57      0.69
142      5.79    2172.6     13.85      0.62
143      5.00    1980.4     33.27      2.37
144      4.77    1751.5     19.35      1.38
145      5.21    2035.4     25.15      1.63
146      5.27    2013.3     36.82      2.60
147      5.24    2070.0     10.26      0.40
148      5.93    2008.4     14.53      0.71
149      5.11    1861.0     10.02      0.44
150      4.83    1974.4     35.33      2.56
151      6.29    2254.6     31.07      1.82
152      5.15    2149.9     21.60      1.27
153      5.36    2041.6     29.78      1.98
154      4.74    2041.3     15.37      0.86
155      5.54    2084.5     11.61      0.48
156      5.38    1888.4     21.16      1.39
157      5.17    1992.1     17.11      0.99
158      5.15    2185.9     13.48      0.63
159      4.63    1923.5     14.69      0.87
160      5.24    2130.2     30.03      1.93
161      4.49    2134.3     29.98      1.98
162      5.64    1980.4     14.12      0.71
163      5.47    2029.9     23.57      1.48
164      4.52    1873.2     18.91      1.27
165      5.01    1935.4     19.83      1.27
166      5.07    1817.7     10.11      0.46
167      4.11    1960.2     21.56      1.48
168      4.81    1967.2     11.58      0.57
169      4.87    2014.4     23.46      1.53
170      5.02    1908.8     10.82      0.50
171      5.46    2023.3     13.19      0.63
172      4.84    1843.7     25.27      1.84
173      5.19    2243.8     28.62      1.73
174      5.15    2052.7     10.97      0.47
175      4.98    2057.7     11.72      0.54
176      5.35    2060.2     28.81      1.89
177      4.68    2118.5     14.28      0.75
178      5.75    1945.1     32.98      2.32
179      5.42    2070.1     28.80      1.87
180      6.11    1928.0     12.94      0.59
181      4.71    2139.7     10.46      0.45
182      5.35    2190.2     10.68      0.40
183      4.52    2005.9     11.29      0.56
184      4.80    1996.0     11.46      0.55
185      5.02    2075.5     13.24      0.66
186      4.13    1810.1     22.08      1.64
187      5.18    2000.8     10.97      0.48
188      5.32    2103.7     13.72      0.66
189      5.49    1966.9     33.21      2.34
190      5.46    2094.6     28.75      1.84
191      4.70    2099.6     16.24      0.91
192      4.56    2039.7     21.41      1.37
193      4.81    2018.1     13.40      0.71
194      4.78    1998.0     20.21      1.28
195      4.52    1996.2     33.21      2.38
196      5.36    2065.7     12.27      0.55
197      4.85    2067.1     20.21      1.23
198      5.15    2031.9     15.26      0.83
199      4.78    2122.9     32.66      2.18
200      5.00    1803.0     14.63      0.89
201      4.77    1995.8     13.03      0.69
202      5.48    2040.6     13.85      0.68
203      5.01    2137.4     16.99      0.93
204      4.37    2129.4     14.19      0.77
205      4.43    2043.8     24.55      1.63
206      5.15    2116.2     22.22      1.34
207      5.47    1949.1     22.22      1.43
208      4.82    1900.7     17.29      1.09
209      5.24    1935.0     13.96      0.75
210      4.80    2091.9     26.81      1.75
211      5.07    2059.1     21.34      1.31
212      5.55    2184.1     15.56      0.76
213      5.55    2059.3     20.72      1.22
214      5.17    2018.5     13.45      0.68
215      5.54    2188.7     11.94      0.48
216      5.05    2014.5     15.17      0.83
217      5.10    1919.2     11.70      0.57
218      4.96    1923.5     12.42      0.64
219      4.22    2042.0     17.80      1.10
220      4.81    1779.3     17.51      1.18
221      4.29    1979.8     21.20      1.42
222      4.51    2144.7     22.11      1.36
223      5.01    2012.8     12.09      0.58
224      4.41    1992.2     19.22      1.23
225      4.65    2070.8     11.88      0.58
226      4.72    1995.6     23.67      1.58
227      5.57    1806.3     13.74      0.75
228      5.66    1986.5     15.96      0.86
229      5.20    2079.6     31.29      2.08
230      5.11    2077.4     22.81      1.41
231      5.64    1993.0     17.44      0.98
232      5.04    1987.1     20.68      1.31
233      5.95    1959.2     10.28      0.37
234      5.22    1936.2     21.22      1.37
235      5.24    1968.6     12.09      0.58
236      4.76    1884.1     14.29      0.84
237      4.88    2187.4     14.04      0.69
238      5.26    2003.0     23.00      1.47
239      4.65    2027.0     35.96      2.56
240      5.74    2108.2     16.54      0.85
241      4.81    2064.4     31.40      2.14
242      5.31    2109.8     11.09      0.46
243      4.71    2139.3     21.62      1.31
244      3.97    2029.0     13.78      0.80
245      5.36    1929.1     32.32      2.32
246      4.86    1957.3     18.42      1.15
247      5.07    2146.4     29.38      1.88
248      5.15    2010.9     16.10      0.90
249      4.94    1912.9     12.63      0.67
250      3.96    1938.2     15.65      1.00
251      3.85    2016.9     15.67      0.97
252      5.09    2045.7     24.00      1.53
253      4.11    2008.5     11.38      0.60
254      4.69    1899.9     20.15      1.35
255      4.99    1949.6     11.12      0.52
256      4.78    2113.4     15.03      0.80
257      5.11    2065.8     22.61      1.40
258      4.69    2038.4     14.54      0.80
259      5.54    2126.7     17.51      0.93
260      5.61    2064.1     21.89      1.31
261      4.97    2105.9     18.56      1.07
262      3.90    2044.1     21.92      1.46
263      5.31    2199.4     27.05      1.64
264      4.35    2015.4     18.63      1.18
265      5.33    2023.5     20.72      1.26
266      4.19    2073.6     25.72      1.72
267      5.20    2039.8     23.89      1.52
268      5.31    1857.4     10.28      0.44
269      4.87    2084.5     38.72      2.69
270      5.27    2227.4     11.18      0.44
271      4.96    1974.7     20.00      1.26
272      4.81    2058.4     34.60      2.40
273      5.12    1946.5     21.54      1.40
274      4.59    1976.1     37.78      2.79
275      5.54    1921.4     23.64      1.56
276      5.24    2019.8     17.54      1.01
277      5.16    1863.7     14.28      0.81
278      4.94    1925.9     11.75      0.59
279      4.57    2015.2     18.27      1.13
280      5.45    2050.3     10.25      0.39
281      4.20    2048.0     38.28      2.76
282      5.85    1920.1     18.46      1.09
283      4.74    2090.0     10.10      0.43
284      5.17    2010.2     11.31      0.51
285      4.95    1813.0     14.55      0.88
286      4.73    1845.2     16.82      1.09
287      5.03    2052.0     11.54      0.53
288      5.80    1925.3     13.77      0.69
289      5.19    2021.9     20.94      1.29
290      6.17    2096.2     11.19      0.40
291      5.13    2194.8     28.41      1.76
292      4.58    2011.9     13.10      0.70
293      5.48    1900.1     16.92      1.00
294      5.06    2057.7     27.89      1.84
295      4.80    2065.1     13.49      0.70
296      5.35    2185.9     25.17      1.50
297      4.98    2078.7     17.43      0.99
298      4.72    2137.1     17.07      0.96
299      5.32    2120.1     11.41      0.48
300      5.66    2079.6     12.93      0.58
301      5.71    1934.3     29.33      2.03
302      5.45    1895.3     11.90      0.56
303      4.13    2037.4     13.95      0.80
304      5.66    2135.0     18.32      0.98
305      5.01    2006.4     12.74      0.64
306      4.62    1911.9     38.87      2.97
307      4.09    1961.5     16.34      1.04
308      5.52    1973.9     15.81      0.86
309      5.22    2000.2     17.76      1.04
310      6.07    2171.2     29.98      1.83
311      5.56    2006.8     21.52      1.32
312      4.58    1992.0     11.54      0.58
313      4.69    2159.3     27.00      1.71
314      5.43    2105.3     26.18      1.64
315      5.50    2018.8     10.06      0.37
316      5.12    1995.5     31.57      2.20
317      4.37    1876.1     15.86      1.02
318      3.94    1854.6     15.06      0.99
319      4.75    2033.1     17.43      1.03
320      4.01    2016.8     17.72      1.13
321      4.89    2018.7     13.68      0.72
322      4.28    2059.5     12.63      0.67
323      4.81    1986.4     22.63      1.49
324      5.05    2032.4     26.57      1.76
325      5.20    1921.0     18.79      1.17
326      5.68    2023.0     12.50      0.56
327      5.38    2057.3     26.90      1.74
328      4.31    1956.8     18.77      1.23
329      5.06    1947.9     11.12      0.52
330      4.22    1978.1     18.57      1.20
331      4.79    1929.3     34.87      2.59
332      4.05    1962.4     15.43      0.96
333      6.09    1851.9     11.63      0.50
334      5.03    1972.1     33.82      2.42
335      5.18    2055.2     11.73      0.53
336      5.06    2207.2     25.82      1.56
337      5.37    2116.3     17.74      0.97
338      4.81    1930.1     20.42      1.34
339      4.99    2031.3     11.85      0.56
340      3.99    1909.1     10.44      0.56
341      5.19    2022.2     10.30      0.42
342      4.77    1873.5     16.19      1.01
343      4.53    1879.6     22.67      1.60
344      5.47    2012.7     12.22      0.56
345      4.80    1873.1     24.10      1.71
346      6.26    2002.4     10.83      0.38
347      4.07    2157.4     22.40      1.41
348      4.99    1851.3     11.99      0.63
349      4.77    1994.0     10.39      0.47
350      4.92    2061.8     16.72      0.95
351      4.99    2012.2     10.67      0.47
352      4.85    1826.9     15.78      0.99
353      4.62    2036.8     25.02      1.66
354      5.05    1977.5     15.39      0.87
355      4.19    1933.8     24.18      1.72
356      5.26    1988.8     25.05      1.65
357      4.96    2137.1     22.78      1.38
358      4.83    1965.6     15.20      0.88
359      4.65    1841.6     10.68      0.54
360      4.47    1919.1     39.35      3.02
361      4.42    2000.9     10.77      0.53
362      5.40    2057.0     11.86      0.52
363      5.47    2072.8     15.03      0.77
364      5.16    1831.9     12.52      0.67
365      5.10    2097.0     14.99      0.78
366      5.19    1955.4     36.36      2.64
367      4.80    2162.9     22.78      1.38
368      4.20    1840.6     15.69      1.04
369      5.38    2166.4     10.09      0.36
370      4.43    2149.6     36.56      2.48
371      4.50    2080.4     17.43      1.03
372      4.08    1864.4     13.06      0.80
373      4.88    1991.6     34.36      2.46
374      5.76    1974.0     10.94      0.44
375      5.76    2092.8     27.11      1.69
376      4.42    2009.8     22.57      1.50
377      4.83    1912.0     18.39      1.18
378      4.61    2204.9     12.90      0.62
379      5.60    2063.6     12.80      0.58
380      6.11    2180.0     17.31      0.85
381      4.75    2028.7     10.74      0.49
382      4.88    1958.1     23.33      1.56
383      4.38    1812.7     19.11      1.35
384      5.07    2097.3     14.51      0.75
385      4.62    2100.7     17.10      0.99
386      4.35    1860.5     10.34      0.53
387      5.06    2173.9     10.85      0.44
388      5.35    1895.2     34.45      2.55
389      5.30    1911.7     15.39      0.87
390      5.25    2036.8     25.46      1.65
391      5.60    1934.4     38.36      2.81
392      4.97    1892.2     13.48      0.75
393      5.23    2076.8     22.40      1.37
394      4.80    2111.1     26.00      1.67
395      4.89    1961.4     15.88      0.93
396      4.63    1933.6     16.19      0.99
397      4.39    2132.7     30.58      2.04
398      4.87    1903.5     13.72      0.77
399      4.51    1952.4     12.74      0.70
400      5.38    2170.7     13.55      0.62
401      5.19    2081.9     16.85      0.93
402      4.49    2014.4     11.29      0.56
403      5.10    2001.5     21.56      1.36
404      4.57    1952.1     20.83      1.38
405      5.82    1949.9     10.36      0.39
406      4.12    2098.9     11.31      0.57
407      5.39    2077.2     29.69      1.94
408      4.06    1909.9     13.48      0.82
409      3.80    1787.8     17.55      1.28
410      4.80    1998.3     10.85      0.50
411      4.79    1881.8     27.35      1.99
412      4.15    1921.5     14.70      0.91
413      4.10    2003.4     13.31      0.76
414      5.31    1920.7     17.67      1.07
415      5.93    2099.6     29.49      1.86
416      4.85    2015.1     27.31      1.85
417      5.63    1950.5     30.26      2.10
418      5.75    2119.8     33.06      2.14
419      5.34    1965.0     20.05      1.24
420      4.87    2040.4     19.57      1.20
421      5.56    1742.9     25.22      1.87
422      4.39    2049.1     31.67      2.21
423      3.99    1975.9     14.80      0.91
424      6.58    1980.0     33.01      2.21
425      4.49    2002.9     16.74      1.01
426      5.17    1821.1     18.49      1.21
427      5.99    2210.0     19.84      1.04
428      5.71    1944.5     12.72      0.60
429      5.08    2083.7     12.78      0.61
430      4.81    1915.4     13.37      0.74
431      4.76    2025.1     26.37      1.77
432      5.21    1855.6     15.51      0.92
433      6.00    2144.0     10.70      0.36
434      5.50    2020.3     12.93      0.61
435      3.99    1963.7     23.02      1.61
436      4.43    1997.7     12.84      0.70
437      5.08    1983.4     12.33      0.61
438      5.49    2045.2     10.73      0.43
439      4.63    2012.8     12.26      0.63
440      5.15    1804.2     10.35      0.48
441      5.15    2062.4     14.73      0.77
442      4.94    1842.6     28.53      2.12
443      5.05    2036.1     13.28      0.67
444      4.63    2132.6     25.62      1.63
445      4.96    1905.0     24.58      1.71
446      4.51    2056.4     20.13      1.26
447      5.10    2102.8     15.03      0.78
448      5.27    1990.4     15.26      0.83
449      4.87    1903.1     19.83      1.30
450      5.70    2028.6     31.93      2.15
451      3.63    2142.9     12.33      0.67
452      5.17    2049.8     19.59      1.17
453      4.44    2087.6     36.83      2.57
454      4.39    1932.6     12.90      0.73
455      4.96    1927.3     17.74      1.10
456      4.86    1949.1     12.17      0.62
457      5.18    2038.3     24.80      1.60
458      4.44    1775.3     25.89      2.00
459      4.91    2027.4     11.94      0.58
460      5.76    2030.1     27.12      1.75
461      5.17    2060.1     11.18      0.48
462      5.52    2031.9     10.28      0.39
463      4.27    2039.9     11.10      0.56
464      5.27    2057.2     12.35      0.57
465      5.29    2157.0     17.96      0.97
466      4.53    1996.6     13.41      0.74
467      3.98    2039.9     38.97      2.85
468      5.00    1841.9     26.96      1.98
469      5.85    1911.0     15.33      0.82
470      5.01    2037.9     11.26      0.51
471      3.74    1917.3     27.17      2.03
472      4.43    2024.6     15.93      0.94
473      5.21    2112.3     19.94      1.16
474      5.16    1887.0     11.34      0.54
475      4.89    2047.7     16.04      0.90
476      5.03    2050.5     11.24      0.50
477      5.68    1988.0     13.88      0.68
478      4.86    2271.2     15.92      0.81
479      5.16    2042.0     14.58      0.77
480      4.74    2015.1     31.96      2.24
481      5.23    2037.3     23.75      1.51
482      5.90    1914.4     15.23      0.81
483      3.69    2076.8     33.74      2.40
484      5.23    2044.6     13.94      0.71
485      5.62    2109.3     12.56      0.55
486      5.24    2113.8     31.65      2.07
487      4.82    1777.3     17.07      1.14
488      4.84    1866.3     11.61      0.60
489      5.35    1932.0     13.18      0.67
490      5.29    1989.3     24.77      1.63
491      5.12    2170.6     18.17      1.00
492      5.00    2171.7     21.02      1.22
493      5.01    1955.3     21.34      1.39
494      5.06    2009.5     36.71      2.61
495      4.28    2108.2     16.21      0.94
496      4.68    2100.3     16.10      0.90
497      4.98    2090.1     15.33      0.82
498      5.14    1971.8     19.81      1.23
499      5.16    1772.3     12.44      0.68
500      5.18    1903.6     18.55      1.17
501      5.45    1958.8     10.10      0.39
502      4.94    1999.4     16.34      0.95
503      3.92    1749.9     13.78      0.93
504      5.19    1974.4     20.03      1.25
505      4.75    1860.5     10.19      0.48
506      5.27    2018.6     26.75      1.77
507      5.34    2102.9     28.36      1.82
508      5.21    2063.6     26.09      1.68
509      4.27    1827.5     17.52      1.20
510      5.20    1975.7     10.53      0.45
511      5.28    2098.2     39.30      2.69
512      4.86    2098.4     13.33      0.67
513      4.29    1960.0     16.94      1.07
514      4.84    2002.7     29.04      2.00
515      5.17    1915.2     22.05      1.46
516      4.73    2130.1     32.75      2.18
517      4.45    2084.0     14.49      0.80
518      5.60    2035.5     24.48      1.54
519      5.50    1962.8     19.58      1.19
520      5.30    2148.9     16.15      0.84
521      5.16    2057.8     29.16      1.94
522      5.16    2113.2     13.06      0.62
523      4.03    1900.7     10.47      0.56
524      5.34    1915.6     14.04      0.75
525      4.90    2062.5     24.45      1.57
526      5.49    2004.1     39.54      2.82
527      5.08    2071.8     19.59      1.16
528      5.07    1819.8     13.14      0.74
529      5.67    1996.2     11.72      0.50
530      5.15    1989.0     19.80      1.22
531      4.67    1853.8     23.07      1.65
532      4.63    2152.5     14.13      0.73
533      6.25    2051.3     17.72      0.93
534      5.30    1966.9     14.55      0.78
535      5.64    2049.4     31.33      2.08
536      5.37    2094.5     11.74      0.51
537      5.42    2099.7     12.03      0.52
538      4.98    2124.4     11.80      0.53
539      4.50    1857.8     11.46      0.62
540      4.96    1812.6     30.28      2.32
541      4.55    2020.7     27.69      1.90
542      5.06    1972.9     15.87      0.91
543      5.33    2020.0     10.97      0.46
544      5.44    2009.6     10.41      0.41
545      4.84    2085.1     12.31      0.59
546      4.76    1947.2     15.53      0.92
547      5.14    1924.2     27.44      1.92
548      5.30    1913.1     24.37      1.65
549      4.65    1902.8     31.47      2.34
550      3.87    2025.1     31.07      2.23
551      5.25    2058.8     11.46      0.50
552      4.90    2026.8     22.89      1.47
553      4.62    1933.8     10.03      0.46
554      5.23    2098.6     20.20      1.18
555      5.24    1952.9     17.83      1.07
556      5.04    2013.4     35.83      2.54
557      5.44    1974.8     12.67      0.61
558      4.96    2004.6     15.27      0.85
559      5.87    1861.6     26.99      1.88
560      5.58    2113.5     35.60      2.36
561      5.36    2002.0     15.36      0.83
562      5.75    1892.0     12.75      0.61
563      5.04    1976.7     19.97      1.25
564      4.45    2129.3     15.69      0.88
565      5.64    2057.4     35.14      2.38
566      5.13    1857.5     10.55      0.48
567      4.57    1908.5     10.06      0.48
568      5.14    1911.9     22.82      1.53
569      4.83    1947.5     34.71      2.55
570      5.17    1990.9     22.75      1.47
571      4.74    1994.9     26.51      1.81
572      5.16    1907.3     11.22      0.53
573      4.76    2032.3     15.17      0.85
574      4.94    1936.1     18.96      1.20
575      5.68    2092.7     23.46      1.41
576      4.89    1766.6     29.44      2.31
577      4.65    1788.5     14.70      0.93
578      5.12    1963.1     25.66      1.74
579      6.01    2050.5     29.19      1.88
580      4.93    1825.0     14.13      0.84
581      4.88    1946.0     10.59      0.49
582      4.47    2044.4     22.79      1.49
583      4.48    1864.9     14.20      0.86
584      5.57    1938.5     36.03      2.61
585      4.35    2080.8     24.69      1.62
586      4.79    2080.1     13.59      0.70
587      5.80    2008.4     17.23      0.94
588      4.73    2008.4     12.95      0.68
589      5.09    2062.8     14.03      0.72
590      4.96    2083.1     19.77      1.18
591      4.73    2021.1     15.42      0.88
592      5.06    1910.1     15.22      0.88
593      5.89    1920.4     11.58      0.49
594      5.59    1901.2     28.73      2.02
595      5.46    2007.4     17.20      0.97
596      4.59    1932.7     19.58      1.29
597      5.43    2133.0     12.61      0.56
598      5.23    2069.9     11.54      0.51
-1             0        0            0             0

